CustomerID,TenureMonths,NumSupportTickets,AvgMonthlyGBData,Churn
bcf211ac-9b2c-443c-8123-9609db1e9b98,63,1,59,1
91dd94ee-ee20-4a8e-a00d-87ea34ff3a62,57,2,24,0
13c39795-7ad9-4e2b-bdfe-fd997e438e95,57,2,80,0
8b82bc53-cbbe-4d6c-b98e-320404fbeb22,35,,67,1
ea9e60dc-00ae-468d-b4da-44b42c5a1b20,60,1,26,0
f4c28615-2df1-478e-b680-d23385ad7811,65,0,37,0
5b9ac751-6247-49f4-9996-f2e22bede965,46,2,86,0
88733273-6fc4-4921-ba22-cfe4428163bf,66,1,43,0
9f68978f-9246-42a2-bf0b-e8be3025d851,64,3,69,0
52d4df0d-4399-4268-9754-f6a1a38a4c50,61,3,137,0
33a2d037-7030-4782-a9db-972dbb94aa7f,52,3,53,0
 d96223e2-967b-4697-9655-00121c39128b ,66,0,38,0
48bda24e-f9d5-47cd-8607-08aa21a249de,52,3,70,0
f5cb450e-cd6e-46e6-b1ff-ef2ed73168ff,62,2,80,0
70f801b3-6f59-4d54-8ed3-9af29a0482b2,51,3,110,0
2cd34834-e77b-4137-9f41-e21d04cd8535,56,1,68,0
07048183-bc21-4e01-bb3c-703e2d0d7b91,67,0,86,1
97d16085-2fca-4075-a6ad-0ac60a0dd80d,38,2,34,0
9ce8d86d-9745-4289-8c49-f9b987df9de7,64,2,35,0
dda9acd7-2ad0-4d84-8606-56b3a2a10845,35,3,35,1
fdd459db-a89c-495c-9669-96d6880056ae,67,3,51,0
35512842-74de-482a-8eb3-4c10287c88ca,62,2,25,0
ce683c57-0c87-4aad-9a88-9f4b56b3edc3,64,1,105,0
aa46e8a4-1668-4739-8971-bdecd439ca94,53,2,47,0
d850c5b1-4d5c-471a-b116-4636b5641921,35,0,32,0
f3123259-2cd8-4a5a-a4d5-48c5be36d735,52,2,96,0
ab6ebcc7-a6d6-4707-b837-374505255db6,58,0,146,0
57c9cd0e-8809-4ad7-9f05-1382bf24aec5,34,2,85,0
5284ba6a-9177-4193-a396-d9558f775efd,58,0,108,0
457b797f-f793-4589-b173-9a4f7e668ec3,53,1,54,0
74008573-6254-4fdc-906f-9ec482d76bef,43,2,39,1
055e5e24-52f6-49d9-b93e-4a55fd76082c,69,2,78,0
c6d8f131-dc95-4446-b37b-632193e79386,43,1,59,0
47ef86f3-d08a-411b-a685-32347a2872fc,54,2,72,1
03f8c9fd-ea47-4501-863a-810e4398b85c,35,5,51,1
6e3df61d-4ae2-4ef1-ba6d-2e26ada427d5,56,2,27,1
54498484-b099-42fb-a32a-d1eee7d13ef6,50,3,76,0
03c8eb0a-fdce-472c-ac14-2e9074f7cb30,41,1,81,0
5616a62d-d58e-40df-ad10-aef173bc1ecd,63,0,66,1
e6a1955a-4608-49ab-bede-be1affacb0d6,54,3,32,0
aaa50923-3779-462d-a2d7-6f669980565d,54,3,80,0
7965a8b2-5414-4b46-b584-a8be435683a6,66,1,18,0
c302311b-8697-4b46-aa63-6a58367e90f9,62,4,26,0
e98b7f75-799f-4c38-a257-69f65c8f54a0,55,2,58,0
6fe84513-5c9b-4c6c-9bbe-81395ba4953e,62,1,62,0
815ec921-e7a0-422c-9ddb-2933a0e7023b,34,2,78,0
2988129a-3cb0-45f5-a7d2-10db0574b100,55,1,57,0
74fe1979-63c3-414f-8b81-21e94f231825,46,2,68,0
f537fba4-1da4-4f23-9b9b-4c7d9e140713,49,0,41,0
3add01ac-83d1-4a4b-8d9b-b60beebda337,55,2,130,0
bd12d7a1-a361-4657-bbaf-62bd86062c92,49,3,103,0
d23bddc7-f69d-475f-ab12-6102e5689452,40,2,72,0
f9d45751-b071-499b-b95e-1ced94991f23,53,3,39,0
620a81c8-8cd7-41bb-ab24-9d010e026ad2,35,1,67,1
f1a1241d-3f5d-4565-a373-68ae890d4864,35,1,53,1
7b30da4e-0b91-40c6-997c-2c70f472e23d,57,0,62,0
6c2348b9-dbdc-457e-bef1-ff19e4594729,48,0,47,0
ca1eff93-f294-42b9-b3f3-f7562a360da8,57,1,56,0
dc08a217-c4e3-474d-aaf2-8fbd657b0975,52,,60,0
628997ea-ef47-4ace-b72e-0e2fe26d8932,46,2,59,0
71ae5fa1-7e25-404f-a35d-e21f32c99f27,38,,41,0
4b688d6a-6e2e-40d6-9f5f-5c15c8292a20,34,1,35,0
1b6c2f83-344a-4b4f-8be3-9773b548898f,49,,49,1
85fa6492-8f0b-4dab-adb0-cdc51fdfb722,44,,31,0
825c3c75-9437-4251-90ba-52a67bbd36f4,34,1,108,1
e30ebb72-24c7-4d56-8134-1aed4e9e8b29,52,0,55,0
9026be62-f205-4cf1-89be-96b839c5a047,41,2,34,0
ffa2800d-98a1-4409-acb1-f467e466b879,61,1,46,0
e45e0dd3-c713-4973-b386-3e5ed7f7dffe,38,0,80,0
174bb1e5-b284-4dd1-ac41-56561ecc4fed,57,1,117,0
5a063203-e366-4baf-84e3-b9e9b3d18921,62,0,23,0
8c700b09-e144-434b-b3a8-ce582b56a312,42,2,23,1
50992428-a5c3-4e08-b47e-1e3fe59aa57a,39,2,27,0
39a521fc-e3fb-4fc4-b3fb-2af9784eb26d,36,0,106,0
0fd576c3-6a6e-419d-8cb3-4974b3d07ed1,64,1,89,0
34f95f3d-1add-4ec2-b686-35b4fae2e772,54,2,61,0
4470b2d6-94ef-4026-8f67-5cc25283d4c1,66,1,30,0
648f466b-adb7-4c89-9529-d2ad87420e06,55,,66,0
4a11b374-eccf-4b9e-a488-362525a2e450,54,1,61,0
65904af3-6223-4ee3-923d-562b1fedf3c7,36,,66,0
b754c506-7166-4c04-b06b-4959fa6c8865,60,1,95,1
0c8f7baa-e9db-4502-85ce-becf0138f43a,38,0,30,1
b9f94820-a753-4e91-b19c-7e25cdd904bf,41,,117,1
731bae4a-5dab-4b75-9944-7317fbc5d91b,50,1,58,0
e8425f4f-362a-4893-9d0b-1565a9796f31,58,2,102,1
6cab0d0a-8db3-46db-aa5a-ee12d0bdb82d,48,2,36,0
42639856-c7b7-4b0e-b5ca-f381e3401f30,66,1,122,0
383d1c00-b887-4f3e-b635-9ac3ee725bf4,34,4,68,0
36d35b8a-79bb-4ad0-bd37-6684f4090553,43,2,87,0
86fa0ca3-4af0-4701-97a3-5c196c62a763,69,1,24,0
8905918b-2171-421d-817e-1cbb00f98684,64,2,21,0
1d8ce535-888e-48ae-9a20-586f89770ff8,43,5,136,0
c44fb002-ef87-49e2-86e7-cf3f58e1c993,34,1,42,0
4fdfd74d-0f54-44eb-8a23-ca9fe13a080c,38,0,,0
fa1be32f-58be-4136-ae68-884f52d4d634,39,2,68,0
ef668acf-7e22-444b-925c-ad175f159b06,69,0,53,0
d256f97d-d53b-4fb6-9092-1d694762fed6,56,1,,0
08e6bc1b-251a-45a7-a847-09486a7b7ca5,45,0,39,0
b0d782d8-ee67-4e9d-8c20-4f9d52c721da,34,3,45,1
0d9d5a6b-d08f-4651-93e4-03e02bd90e6c,46,3,47,0
083c9f58-297f-4901-85ca-d3bc34649cdd,66,0,99,1
74f172a8-5abb-436f-9c7b-9b46a97f7a98,64,2,37,0
4c36e92c-e79b-4ea1-afaa-4f8eba620512,52,0,37,0
97228320-91a9-4e98-ac01-561d228b5613,36,2,78,0
b3dc3cee-7ad0-4cc5-94f7-082e15ae988f,54,2,65,0
28d7f00a-679d-4e68-af91-5d0e19c2f359,40,0,162,0
8b4588d0-db60-4237-80d9-6c6b32eca77f,59,4,48,0
91cb5c64-7cbc-43ff-bd9e-0ab2fc1d5a65,58,2,26,0
e4750152-c7b8-4752-b67b-c4de649417bb,49,1,47,0
7ca177ac-a249-4bd4-92fa-f1116093e2d6,69,1,51,0
3e7416a3-d270-4a76-ab4e-0a84eee11f1a,65,2,165,0
2d9d8368-a452-436c-affa-4687f0a68fe6,45,1,115,0
f9c2a88e-9f18-4273-8a23-87b843c1bc57,46,1,44,0
c8fd64ee-ce8c-4b03-ba30-febc401dccdb,42,0,105,1
a5f0393e-1a12-4f92-a906-7376eace60cb,69,2,49,0
72c091ac-c8ff-4991-8237-ed6a7c227f54,56,2,115,0
09a8f005-7927-4e30-9db9-312ea76f582e,42,1,,0
1afd624c-da2a-4fa1-9303-a8deba4b11ba,69,,58,0
fe1d9030-916e-4162-86b0-32a8adc9bc61,39,3,70,0
ac34d1d7-2b23-4cbd-b2f1-a38a762f686d,38,,89,0
35ea36cc-6040-49c1-b598-55175da8a8cd,69,0,76,0
57a58d91-fa09-4ce0-9b97-f0d2d995d78f,45,,137,0
6b6f55a2-00b8-487f-ab40-9ee03510d328,56,0,57,0
345781b3-c85f-4e31-a7e0-413ea18889c2,41,,36,0
e4b84e61-f0dc-46a2-bd2b-1bdf85b9d809,68,1,46,0
6fdf73b2-b073-418a-a2b6-3940e9df5640,51,0,90,1
e867c8d3-5e64-4405-8e6f-d13bab1c6b3b,38,1,169,0
98b2b5e3-ca9c-4451-a5b7-143e7f5e5581,39,23,1169.085863,0
38a8200f-7920-40a8-a35f-6b77473b72a4,67,0,,0
3f1908f8-1350-48f8-87ba-af7b1160110c,34,2,45,0
6174f221-83cb-40bf-b5be-acb5d41c6eb0,34,1,49,0
0c7e6100-c078-4188-89bd-b187cbeee0df,57,1,89,0
db370a36-c947-4f62-bb31-e97053c26f56,37,28,842.2954434,0
c8080e86-cb34-4e36-80ff-e0c00bee0104,41,2,60,0
ee5f36f5-acb8-4f0e-ac01-f2d9cd6608c1,42,1,62,0
8f2d8907-1825-45b7-b36a-a253a22e8a27,57,2,38,0
741824fa-75fb-48b2-a267-46e366dab41d,47,1,67,0
7c935065-f511-4617-aba7-7d2ae31c6f72,56,2,55,0
a5a34197-d971-469d-a3df-f74a16cd1b69,44,1,51,1
ba0645af-b84e-48bc-801b-8354fadf0fad,64,1,66,0
8000025c-e030-4761-afa8-f18ec50f4c7f,64,,61,0
ba51a619-0233-463f-8a6f-c4107d87fd87,43,2,,0
39201af9-7edf-4802-98c4-c44ef1fb9cb6,36,3,74,1
ed92d355-a7a5-4f4e-9b4b-453503369c80,61,1,98,0
aa7ef6df-0e18-48f3-8bad-9fd602a79252,37,1,99,0
57f0f403-6abb-402f-8f06-4e7602859e68,53,1,64,1
ddc69779-8135-4e2a-8142-bfcc06340e5f,47,3,92,1
019872a9-2fba-49bd-9fc6-6ac61b6010eb,43,1,84,1
60706e82-9578-46b7-95b0-a249717f927e,60,2,45,0
ef5ff1b9-471c-42c2-a86c-4893a13490e6,51,2,47,1
40c29dc2-ff6d-4e73-99e1-a5e6aed62157,36,4,71,1
05411912-3d0a-4c9f-b1d4-9466ccbf7348,38,4,24,0
75e6d5b0-cdc9-4d53-956c-54fe5907405e,56,3,95,0
94a31810-f4a2-41d1-9644-7fedc1c0c8a9,62,0,80,0
97a40110-ee24-49ce-81da-eceabb2ec6fc,65,0,82,0
b32fa527-b833-4bd9-a562-05548c6bd4fe,46,0,28,0
6f6bb343-77bc-4b76-add0-0bfe7eff39c7,37,2,96,0
1e040cdb-7e0a-4380-a5e3-945e4309a34e,68,1,30,1
2665c711-3126-4dbb-b762-2fda709fefef,61,0,,1
e3e6fd81-0929-48b6-bbf6-0dd498577167,42,1,109,0
86ec8350-2c67-4dd6-a988-e9aaf597e182,56,3,70,0
bb9eeba5-9417-4b7e-9007-ad0f6c771677,34,,35,0
7376fe95-2a1f-47cd-b8a4-c7af16a52deb,55,0,46,0
7290ac41-316e-4195-9031-9cc3b59546bb,58,1,29,1
4e45894e-a9aa-4fee-9d8e-7565239c6b99,62,0,149,0
a5b934bd-5d6b-42dd-b1db-715c899eac40,35,2,77,0
ac10c155-3562-470c-8d0f-81e8cfa2a218,53,1,74,0
dc49f5b5-1f0e-4358-8551-0699f2a09605,36,0,30,0
86bb8ff2-d292-4eaa-8345-1363c3c03b00,39,2,61,0
9d6d96d4-f6c1-46a6-8e16-b5c03a4a690d,41,1,83,1
5dfe8cf3-da86-45fa-a835-2b8d77cf5a9d,61,1,111,0
d91fa368-44a2-43c7-bafe-a82cc03a4a87,48,,108,0
a6d463c8-173c-4c47-a7d9-0e625d5b1c01,39,,119,0
91a8f0bd-2bdf-43d6-a4b6-b8fc337a2e35,56,2,53,0
6d236cef-ea4d-49a3-95dc-320c92a678bb,37,2,74,1
5b2757bb-2084-479a-acd2-f6986572b1ff,67,1,28,1
a64b419b-4a78-4ef3-b5b1-baa4c402575a,66,0,55,0
1dc9f5da-1991-4c8c-bdb9-cbaed459ffd7,66,3,69,0
56bfbabd-1e4b-4a3a-b1f6-fc19f2fd3b9b,61,3,,0
6e8d5cc1-677f-494b-92cf-c523ba6d2607,57,,27,0
304d5d55-2a57-49bc-bb41-f01bb74256f8,35,3,75,1
bf123ff6-7803-40a8-b132-4f37327a57f8,65,2,95,0
e6875d36-366d-4c9a-8253-6083b4df4c9c,47,0,40,0
55ad93ed-295b-4ba6-b7eb-9898f89f3aa7,55,1,103,1
ada236aa-2d79-4bad-a4de-cf0d42324da4,40,3,98,0
c5884da2-1258-49e8-a15f-76a0c9724921,64,0,110,0
48287be6-57e4-446c-9f7a-f44f41d3c833,55,0,95,0
51620541-4db0-4671-b298-7a1daf869b55,58,1,78,0
f90d2fe1-6409-4c14-a568-ba5c6f54c069,53,2,67,0
abca2cb3-53f2-43d7-8214-a94b2db2ab06,60,1,57,0
dc6ae894-d7ab-4add-b55f-85813c8d8ef3,60,2,34,1
35d614ce-d68f-4bae-8d77-f5bddfc6c324,35,1,127,0
f8bff590-bec1-4c45-b09c-c5ba3621e0e4,54,,41,0
b22e8a04-7471-4ce0-b8fe-002f746c633f,50,24,295.3137014,0
0e7364e3-c152-4e35-babb-793ef22e5a64,63,0,56,1
d42e96cc-d58c-4a71-a719-6317ca600c5a,49,2,96,1
79d60041-14ab-4050-9d5b-c7bc3a63ae79,46,2,85,0
7f535a71-5eed-40fd-a1fb-86cb090bd607,46,2,89,1
e5e9bc80-afd5-427f-950d-a4c1933512e1,54,1,160,0
f7dec1df-efa4-45b1-8426-e54a45e0978d,68,1,60,0
08a1487c-5795-4267-884e-9ab06118607d,55,0,44,1
d8990a43-278e-4e96-996d-b73c6cf2dcd1,57,1,62,0
b3db14b9-9009-4373-a53b-9d80cfb9e4ae,66,1,62,0
472580f1-e1a3-419e-9df8-4e0bd305abfe,63,2,76,0
5626cad1-8b03-4e7a-b1f7-1f26d66cee90,66,1,,0
b8e75322-3c0e-4d6c-a845-af22f3ac5f66,52,1,,0
df45fe1b-35c2-4818-84c8-039568c9df82,46,4,102,0
c3708552-aef5-46c0-a344-385101163c2e,38,3,23,1
709ec75f-c799-4af6-a835-cbbcf83fadb1,56,4,48,0
60fdc3bd-e118-4237-af29-ab342188fcab,44,5,117,1
ffa22b48-8359-4dac-a04a-a041e9933f1c,51,0,34,0
389b5127-99a0-436c-9b25-36db679708e6,45,,130,0
ae19c325-a469-4bfe-9a2f-da7e6261a2c3,51,3,24,0
e311e6df-649d-40ec-a4ba-2ede8a9c49bf,64,1,150,0
3d322d50-9118-49aa-8853-75242edf1800,36,0,131,0
28490606-d688-4419-97ef-f6f90d3004b0,66,,27,0
34472109-79b2-4b2d-b9bb-dc2f31da7bfe,36,,65,0
be2c4a16-c4b8-4460-afc9-e66b46354796,46,0,,0
f59051f0-6b7c-4ff4-ba47-a6b118bb07cf,65,1,32,0
55ae5e20-00e7-4db7-8e67-1f525911ae8e,63,5,36,0
 904e6de4-037c-4bde-a36d-ef8e23ba5057 ,55,0,176,0
1a2186ab-7180-4c6a-bf99-f5d0fb8ffe54,66,2,117,0
eb61a4c8-8295-427d-83b8-b16777b8a8a4,58,0,48,0
db870274-2b22-4a14-9845-b9183a0b3fe9,50,5,81,0
becf8798-7012-4c9c-af18-7d75066c2500,39,3,86,0
679add7a-2455-493d-897b-bdc5cad6d3aa,39,2,23,1
960097a0-9a0e-4914-85d0-5d83d84b958b,63,,47,1
7089e73e-49fe-47cc-a2a4-d1a22361fcee,62,1,,0
385a7199-4f82-40d0-8f60-488cf39c0755,36,3,56,0
ce2f04ec-3dd6-4016-bccd-e8bfa29e9b7b,39,1,91,0
2ba3d9cb-b00d-4f00-91c6-af9d39c03fa3,43,2,55,0
3585eede-d8d4-450d-ae05-4b5a447d70e0,48,1,27,0
f6b498b1-75e6-407e-82f9-ac576c44f4c4,67,0,68,1
45941a1a-1c1e-4242-b742-95174420e742,63,0,58,0
8049c5f0-18b3-496b-94ea-188ff9e78468,51,3,80,1
b71f5e2f-5e74-4965-9dc2-22a589729e68,36,1,55,0
cca7876d-dfd4-43e2-94c7-bbded76b4d20,48,2,83,0
fd81a729-8224-486d-afa5-2e1f92646e3f,63,1,36,0
9211318f-c088-463f-bf76-5da96c06b58d,69,6,108,0
68cdbaeb-c1f8-4e0c-8d0e-f01bab0821bf,65,0,37,1
649d1d18-1c4c-4802-a4cf-6492366b3d79,42,1,17,1
01698166-9edc-4362-a759-b6e6148a3fa3,43,1,94,0
8456d48a-839d-4643-8738-3f2c521e5a62,43,3,49,0
d10e6f98-4c45-4c93-a954-388c29a74a40,61,0,57,0
f5538608-9adc-42f6-bbd2-dd3255083dbb,54,1,32,0
ee7a0e4c-a86f-4246-bef6-ce3cce04bf56,65,1,93,0
bbffc438-5cd0-4425-80a5-395a28d5a4b9,46,1,32,0
e9b79a76-c135-495c-94ea-c151b6d0ff36,44,1,124,0
090dd8f8-e5ca-4fbe-84b6-16ea4d94a574,43,2,53,0
b8c7faf8-9d3d-424a-9cc7-4e00d4fc0932,51,2,24,0
548235f7-03b9-49e3-997a-731cefd4ce52,36,1,49,0
518ee76c-d943-4319-bc75-15ed8e060d8f,67,2,89,1
e416cd50-56f3-4b7a-b7ab-9ce6dacf1a7b,65,2,76,0
8ef9993a-c773-4731-9f68-332ac97597d0,36,1,21,0
60eeadc3-3a9e-4dc7-9bc6-071add68a18a,39,5,39,0
98193889-7447-47b2-b060-8f406317cde5,34,0,38,1
e2e251e1-e024-4df8-99d4-75c5a7925d57,57,1,17,0
b3028f09-55f0-43d1-9693-0965fd97f933,38,2,62,0
d62e15fa-a7e9-4302-954e-080917f4d9bd,61,1,25,0
1d7d4877-519b-47f3-8b5b-360b37397ba2,69,2,39,0
bb043197-052f-4b06-ad98-ca7e9ac8e93b,44,1,53,0
2f74c170-3fd5-423c-9765-d1c2246f3b4a,48,,71,0
7468254a-4fd4-45c0-9640-c901546772ce,68,1,71,0
971a8a20-036f-4bc3-afff-4e1626325c8c,58,0,95,0
5a3c857b-5bf5-49a1-9b2b-6118c91bf64c,57,0,75,0
42b0295e-ebec-43b1-93f5-c3b3ca6e08b8,40,0,58,0
de2824fd-4f9b-4129-8199-57c9b32cb550,54,4,26,0
2bd44144-1a5d-406a-8067-0b0ae5171547,57,1,77,0
d111fac5-88c2-4b85-ae69-9c09e4adbcdc,62,0,35,1
bd0576ee-70b6-4d4b-a3b3-20115215e7d8,62,1,81,0
9c013e63-ba6f-4908-ad7e-b5d7415365a8,65,1,160,0
b716da15-efa2-4fad-ade1-46dff9bcff69,40,1,74,0
4c700fb7-9210-4f31-8f61-3309f66617c6,52,2,69,0
9ab46010-1a7b-40ee-949f-4c8476dbb9e1,63,3,66,0
b1c2a7fd-b618-4eea-920b-609c01107e93,53,3,88,0
4e08cc6d-bd40-45a0-b8c6-0ac5054e2e2c,69,1,107,0
86a8182f-6a86-4654-abc2-961e8b2443e9,36,0,30,0
c4fd9f27-9004-43ec-86c2-e44d1b29ac52,38,,92,0
77a3e342-f0dd-4ede-954f-3450ed8cd357,53,3,147,0
edd65dbe-5a75-44b5-aa92-439928c552d0,68,0,72,0
78dc69fe-3c46-43b1-afa1-015ac16e03b7,57,1,25,0
4be6e997-7630-4301-85f5-28444d0124d6,57,3,30,0
c2981ac7-f109-4b79-b8f1-c57998a2d563,63,2,91,0
a4a0d6d5-0d4b-48d1-a36e-93571c7002a9,67,1,96,0
c7cd3f05-3fe3-4f12-aa8a-7248064845ad,49,1,66,0
5a88d26f-f624-49da-8db9-b779d37af80b,56,2,69,1
20821a74-44e6-499e-baf4-4843a6cf16d1,65,2,,0
3ae6a11d-7b17-4113-bd6f-e270ce75f7a6,51,2,27,0
b10efcbe-e784-4850-9aad-de92cabfec5f,58,1,100,0
6d67c220-fa17-46f8-82dc-114bb9c91056,57,2,74,0
0b1147c3-00ce-482b-a76b-f34c732d2c8c,61,5,71,1
7b5722cb-5bf0-4708-a3fa-af3add5cf21c,61,4,124,1
3f204fa0-bec9-446f-a2f8-adc57b1b1b59,47,,66,0
45b89883-bb1e-4087-b132-c3930485d684,62,0,79,0
27d76d8e-b82f-4336-84a0-d2a4bd204bad,42,3,29,0
dd8c83d0-9f69-4dd2-bb33-c60adc1cacce,60,2,51,0
95a53b9a-d116-4370-b157-fea8c758a13c,47,3,,0
29aba3fe-c5dd-4a86-9ae4-408d45494dca,62,1,78,1
3eb2baa8-de33-4d67-86cc-3306960f8b68,64,,67,0
d4dc566e-8cdd-4e22-b7b2-840f4e839426,55,3,38,0
f1aa5c79-8f0e-4746-9b52-938ecee8b227,40,2,117,0
8b85edf9-4232-4273-a40d-82b0fd8b7ac6,46,2,,1
ad1702f1-842a-4010-a16a-ca5290e13f1a,46,2,55,0
0469b8fa-7001-463e-bec5-4b000c31cacd,58,0,33,0
b7cbadee-f4bc-44cc-aac0-0cd0080de277,54,1,73,0
c891ee83-581e-408f-bf29-2e8ef17266ca,51,,62,1
fc265b1e-df04-48c7-b8c3-1ebf5ee680ab,63,4,44,0
c62f1aa8-1f4c-4c3c-aed4-5ac7ab52f6e1,43,3,34,1
27710a90-00c3-4809-96f9-2f3a0263e3cf,62,1,160,0
3d1c6682-1011-4890-8234-d483e97ef33e,60,2,60,0
b1e56bdd-74fb-4ce2-974a-fe696e3a968c,63,0,87,1
407f821a-ca19-47c8-af64-44aae94df464,62,0,41,0
c499e64d-0034-4f6e-9d52-dc47d60f600b,43,1,114,0
a30df8b4-5c06-498f-9b7e-52274acce2a7,43,1,,0
d824d953-cfa7-45fd-a065-85bdbbdcf1b4,69,0,,1
f6781c05-bb01-4791-b4d4-59b8c315bc57,48,1,42,0
7d9e8d1f-831f-4442-a871-2a4bec328c1d,35,0,54,0
c548a4ed-bd11-451a-bc89-4c4960562537,58,1,59,1
1aff249e-5d50-49f3-b778-acb3b0059d86,66,1,89,0
b74ca793-738d-48f2-9681-a4ebe87df5a0,52,3,96,0
fff6eea2-a9a2-4baa-a3c7-5df8d90228d2,53,1,55,0
b0f2cc8b-e722-47ca-81e0-387286226464,41,2,84,0
5bc1c360-ea20-4c71-acb9-eb4c23d4bef9,59,,46,0
60192bfb-3939-481e-9a43-ed450f9eced2,40,3,18,1
816f0dae-ce4b-48ad-a022-981ed38651ef,39,0,,0
aa3a1296-5805-4da9-8279-581854489afc,42,3,156,1
83837b23-e217-43eb-b4ce-4fa4f2f31afc,44,0,,1
cea80d04-390f-4287-a0a0-ccf1b9dbf096,45,0,83,0
85b838ca-ce7c-4ab3-8633-4b26450aaf43,57,0,138,0
b4be2345-d35d-4ed7-9160-039065022274,64,5,98,0
a9e86a2e-abfe-4110-8549-0ade3c76f4cb,56,2,41,0
07a9b734-9e95-4eec-92c6-27a52e10ae21,52,0,84,0
d668a30f-d414-430b-9b93-7cafa0d2d74c,40,2,140,0
9d9e7e90-a495-42d2-aaee-e7976e49d6ed,41,1,38,0
eed0fc87-506c-4e3a-b83c-dea79f6de9ff,44,1,117,0
82030641-133c-452f-b681-febfcf3ac289,66,1,86,0
96371e93-7f76-4539-9a40-5d27e91c7418,64,2,40,0
1e38363d-b04d-428e-a856-64b7a0dc7bcb,34,1,95,1
0d24c724-eb81-420c-9d5a-61f4589c2d57,47,1,65,0
b621ce6c-4575-4284-80e5-396f2f92cf21,65,,72,1
4ead712e-c4af-4d77-b60d-9a116c32aa2b  ,60,0,,0
981ef3e6-48a7-4388-8223-684ddea6f2c7,68,2,69,0
d85809b9-69c2-4aa3-b9aa-474ab70b1bb3,45,1,68,1
fbf5b8d3-fe30-4e1d-9e80-7ed355487f06,54,2,62,0
c83c608d-23ad-43fb-8524-d57d89cc3cb9,64,0,19,0
76b329dc-6126-4745-a54d-f652ae9a24fd,46,1,61,0
69f894a8-6f9b-4eab-8be7-b5a0a1e00ff3,38,,64,0
c4363831-2ded-4592-a23b-b2415fbac0cb,46,1,58,0
0b33a09f-e613-4ff1-8106-aeed2aecf468,69,3,72,1
75ace8c5-ef9a-4604-ac74-16b198ba96e7,54,1,57,0
480b94d4-1461-4aca-9388-fee8cf8c1e13,41,3,105,0
65cc2513-5023-4bfa-aa44-1fcb3b27774c,47,,41,0
eb51240f-0250-4bb4-9bd1-c10dfd8da33c,52,1,52,0
24d40e22-c84e-4d1e-8e97-2195df0d99f3,57,2,69,0
63f82c60-4fc7-4b10-b48a-350d4420f7db,50,1,84,0
dcabdfcf-14f7-442c-99ed-4c91ed503d41,63,2,104,0
d695b9a9-da8c-48b1-b41e-622de33dbe27,56,1,84,0
22e2f4e4-1e36-44b2-85c4-cf483d4122ff,36,4,25,0
59c9cdbb-4a74-4ecf-8520-9139285a2ee8,62,,47,0
1da39a12-13d7-405e-be33-7cb6e75262ea,60,5,36,0
41cd3685-fa82-4e13-a160-6a4aa1363ff8,51,2,45,0
2be16316-a8a5-4183-bf9d-79cf3597934e,46,0,93,0
095efe6f-02c7-42be-a0a7-6e08bfc7b66c,48,1,26,1
0c66c6c3-e905-4f26-ae5f-61239a637e89,39,3,58,1
fa6c74ef-e95a-452b-ad43-8c9d3663e7dd,35,2,46,0
109267d8-afe0-4b40-8e90-6344900e5334,55,2,,0
a199ac44-2dc6-4a26-b1b7-64c59a5d7ab5,63,1,98,0
62330e82-6dc2-43d0-90df-1408c1b23244,34,2,62,0
fb24c7b7-d206-4d2c-b7c8-84e97caa41ae,67,0,76,0
a48ef56d-8da8-4e41-88e5-cea873588017,59,1,94,0
a53c0874-84ca-4a86-8a6d-4b8741cba552,57,2,52,0
0421caba-c33f-446e-9695-830191d7f5bc,64,0,92,0
5773e0e9-67dc-47cc-9412-9ea257fad48c,64,,56,0
b3582016-9730-4e75-8a52-0d3f1a57a2bb,36,1,67,0
02b9b612-d0d2-4091-9e3b-f286d47160c8,34,0,96,0
d020db61-434e-479d-b236-785e2c49c1d0,63,2,47,0
047743f0-079a-4dae-99a4-e6acd501a164,62,0,87,0
f1d18685-11ea-4f22-a5f3-747df5fcfbaa,58,1,68,1
498fd2e5-1b6a-482a-bad5-aa4a044c6475,63,1,48,0
84815a84-b7ab-4a2e-9e58-af6c22e016b1,40,,165,1
5fa66553-555a-46da-a19e-089eb2c89545,60,1,,0
daaa0429-a6e3-40ff-b0c8-58b60eaca63a,40,0,92,0
9ac87369-f8ff-4fde-8ac7-9e169fecae42,45,0,86,0
85191340-8005-4614-be87-5b136e4b292a,51,2,113,0
940cf6aa-362b-480f-8208-9c2908ed9d75,69,,70,0
ce1f6b2b-f1ee-4dff-8d5b-86f0312470b1,48,3,19,0
3cb76fd3-3c86-41cc-a59e-766f10bc1f55,44,2,106,0
4a6c2bf8-7291-4cfa-b1fe-6d92ebb7fa23,38,2,71,0
9e46231c-fdf5-439d-9b36-883ddb862f93,48,2,128,1
53ed3a95-340e-4182-ab64-ddeed89e22a8,65,4,31,0
69cfea59-dbea-4007-93df-f8321658235e,50,0,142,0
f587e746-a53d-49c2-80d5-0c6745bd1da3,54,2,60,0
d64c2a12-d7de-465d-b4f3-978a09aa0bb2,60,4,43,0
7fc24185-72ea-48d1-95e0-eee817b3addc,61,2,47,0
2389f703-8907-4b20-aaff-94dcf1558797,68,1,88,0
90a090a8-33d5-4bb5-b421-e4b158c07884,69,,51,0
5df0c642-cd47-4940-8955-e42fbe1d63e2,63,1,121,0
334ce042-2237-455b-b4fe-d10430f5fcad,41,0,29,0
