CustomerID,ContractType,SubscriptionPlan,PaymentMethod,PaperlessBilling,MonthlyCharges,TotalCharges
3033a49a-d88a-4759-80a1-3e96db62588e,Two Year,Standard Connect,Digital Wallet,False,72.9859948180325,233199362.82578656
f1a5d24f-7cab-470f-995c-d5d22a963859,Month-to-Month,Standard Connect,Bank Transfer,False,75.3297108046133,163751721.62885776
f5c560ef-977d-42e9-be92-b2dac9994d26,One Year,Standard Connect,Bank Transfer,True,80.54431515192243,177227799.37254405
6539e98d-d327-4dc3-95c7-8a8cc215d8a6,Month-to-Month,Premium Connect,Credit Card,False,,295212385.70035267
86fff6e2-9be5-43e1-8d26-8e4574f7b1d0,Month-to-Month,Premium Connect,Digital Wallet,True,111.51470927541665,268707156.95303345
47ef86f3-d08a-411b-a685-32347a2872fc,Month-to-Month,Premium Connect,Mailed Check,False,132.41714660494284,
3d322d50-9118-49aa-8853-75242edf1800,Month-to-Month,Standard Connect,Digital Wallet,True,93.32803345002988,226554601.13472342
049241d9-9609-4048-b7d5-028822eb8e59,Two Year,Standard Connect,Bank Transfer,True,58.13118684477762,125949334.65097125
c0021f59-676f-4873-afc7-b4e2af4ae6f6,Month-to-Month,Basic Connect,Credit Card,True,53.09283005710694,154194049.46462315
857a1f2c-a687-4d21-9eb4-e873a45ae2d2,Month-to-Month,Premium Connect,,True,128.12620941089924,267630174.25634947
ee9e7939-f2f3-4f33-bb32-6c78cd6675f5,Month-to-Month,Premium Connect,Credit Card,True,108.876193143058,
08d5ae1b-b543-4450-be31-d05aef388d32,Two Year,Basic Connect,Bank Transfer,True,51.944627766373856,120591486.10184136
df08e5a0-14b2-45ae-9277-de8d95ae3a7d,Two Year,Standard Connect,Digital Wallet,True,69.34092532811479,139208517.95744872
2f28fa0c-4daa-4b13-b74d-29758eb4a569,Month-to-Month,Premium Connect,,True,108.19229226505983,274040038.68746907
b753acba-5de8-4c87-93a3-9bda99dd3f7f,Two Year,Standard Connect,Credit Card,True,64.097634710049,179716446.40189672
124af3ec-e0a8-4df4-aa5f-d6f150da7e58,One Year,Basic Connect,Bank Transfer,True,25.76914542932061,69780891.33313265
865a2385-adff-42d0-87f1-e63c7d9e999d,Month-to-Month,Basic Connect,Credit Card,False,46.633645361345,94446015.48995958
3a286ad4-86b2-4d63-99aa-6c3d9e886430,Month-to-Month,Basic Connect,Credit Card,True,20.0,51136539.51641235
4de8ef49-0436-476c-9250-933602e37d4a,Month-to-Month,Basic Connect,Credit Card,False,38.3890797848064,104935563.92822772
3725a905-5e3a-4118-8773-f6373767c76f,One Year,Premium Connect,Bank Transfer,False,105.96205437067748,308812094.0315057
a6b10d45-9be6-45cf-aaad-a2b8a23f06d0,One Year,Basic Connect,Credit Card,True,,58617814.90181551
038a713b-c878-46cb-bbc6-9755321afc7e,Month-to-Month,Basic Connect,Credit Card,True,40.78027105581735,78683146.02037866
218d4a39-82e3-4271-88e9-8973d25e4fef,Two Year,Basic Connect,Bank Transfer,True,27.21186541226267,81092691.11316583
42eb6f95-193a-46d8-af8d-52f581cb1a63,One Year,Standard Connect,Credit Card,True,91.69437759429131,235903739.086834
f618ca89-6afe-46eb-92a4-459cb2b499f4,Month-to-Month,Standard Connect,Bank Transfer,True,80.09219763530473,234205167.30473563
ece9617c-0059-4a07-bf72-ddc48511d35f,Month-to-Month,Premium Connect,Credit Card,True,93.51163145186604,260666729.5030456
054701d6-7f6b-4b83-bdbd-485ce4b420be,Two Year,Basic Connect,Mailed Check,True,57.8558371663385,168101318.62934405
87de268e-aa86-4976-9b19-7babde908f3d,Month-to-Month,Standard Connect,Digital Wallet,True,77.21460039203657,120696485.85978211
b0121ffc-0b43-4919-8eca-41195658e38c,Month-to-Month,Standard Connect,Credit Card,False,79.95979088139923,182252704.89143902
52f5db29-33c0-4193-961e-aefb2af46731,One Year,Basic Connect,Bank Transfer,True,20.0,43632518.3622519
7e360f55-94fd-41bd-badb-4945b5d0e9c5,Month-to-Month,Standard Connect,Credit Card,True,46.972435976474266,95621101.93388915
a7a7da0f-187d-477f-9e12-fff87889581f,Two Year,Basic Connect,Bank Transfer,True,83.62286061156044,232114275.48642132
1fa837bb-feac-4bc9-a42e-233714c9d9bd,Month-to-Month,Premium Connect,Mailed Check,True,92.11684033025541,256566678.63251188
a9599f5b-89b1-44b5-939d-f316b4a709ee,Month-to-Month,Basic Connect,Mailed Check,False,38.90527811785197,109058780.209794
89f2eff3-513b-4957-8a37-fcfbf55facef,Month-to-Month,Standard Connect,Bank Transfer,False,71.67061249081947,116711094.54875636
e40a7b93-6fe3-4a34-90b3-37585cbe6caa,Two Year,Basic Connect,Digital Wallet,False,59.90591602589992,136207434.62432912
b289fa1d-1b1a-4363-88cb-f19aea99c00e,Month-to-Month,Standard Connect,Credit Card,True,63.3191919671948,103435939.60418087
80c6aede-7e53-46f9-b4b3-aeff99840785,Month-to-Month,Basic Connect,,False,,46513190.23036792
3c14fffa-831a-4715-a600-7a958c9416dd,Two Year,Standard Connect,Digital Wallet,False,41.60809525621805,107705300.42805344
1bdbbfe7-4957-448d-a1a7-2af6d8776742,Two Year,Standard Connect,Digital Wallet,True,59.374917126694314,
 46669c30-c517-47b2-ab41-15b299520a35,Month-to-Month,Premium Connect,Bank Transfer,True,94.45844694053618,143768136.1937321
1bf9f1e9-4064-4861-98c3-034ea92cd538,Two Year,Premium Connect,Digital Wallet,False,102.84952186219999,243749732.79661626
1e437dcf-8c43-4c78-87de-7e797e4536b4,Month-to-Month,Premium Connect,Digital Wallet,True,80.14074538101852,235107031.01358587
a24711b3-6b6f-456d-aca3-87e90997faff,Month-to-Month,Standard Connect,Digital Wallet,False,82.33892907538913,154503226.44010422
db505e8e-4e77-4161-9cd5-3afbef6097be,Month-to-Month,Standard Connect,Credit Card,True,88.55624001145765,187210536.26986724
be07b78c-c6c1-48a7-97a7-78762e69cdb4,Month-to-Month,Standard Connect,Bank Transfer,True,89.60695535496137,188511522.78054553
bd12d7a1-a361-4657-bbaf-62bd86062c92,Month-to-Month,Standard Connect,Credit Card,False,74.87289292859167,181795683.7411926
84a76f9a-d7e0-4b7b-81dd-baedeb69dfc2,Month-to-Month,Basic Connect,Bank Transfer,True,35.9779442911534,93091729.65509638
50154de0-ca99-4cb7-93b1-010185022d62,One Year,Basic Connect,Digital Wallet,False,27.47100210059455,83094787.13371119
46cb21d8-9feb-4948-ac9f-e9e04a5c3ddc,Month-to-Month,Basic Connect,Credit Card,True,42.11102712410519,101555078.49066357
f8df09e6-80a5-45db-951a-c2cbd0d5020c,Month-to-Month,Standard Connect,Credit Card,False,67.65729214607347,
3e94f46f-d496-4900-b741-6d71a19c0ca2,Month-to-Month,Standard Connect,Credit Card,True,68.8951772950167,
b63e5930-369d-4b5d-bab3-a5bbfd4e6110,Month-to-Month,Standard Connect,,False,52.036373307010756,120674390.28695774
36c4f2b3-6236-4643-97ab-125494fd1ecd,Month-to-Month,Basic Connect,Bank Transfer,True,61.60046833679048,154843901.40984112
7b4fba21-7b93-46b9-9a74-baa0fafa9031,Month-to-Month,Basic Connect,Credit Card,True,42.39749418418343,99635725.63035162
e02341be-07c4-4d5d-a7be-e6c7a1dc140c,Month-to-Month,Basic Connect,Bank Transfer,False,38.47780261047488,
22283087-30ba-4f40-a0c3-44496576264f,One Year,Basic Connect,Mailed Check,True,20.564731500695977,40825560.14941534
1c117e14-630c-429c-aa1e-1a0ec2a7b997,Two Year,Premium Connect,Credit Card,True,104.1260885840884,283682831.0493751
4e45853d-7b54-44d5-8362-64f1c2f462d2,Two Year,Standard Connect,Digital Wallet,True,69.39298628006222,119827612.4421113
30aca133-a83f-47c2-9e5b-dded4eb448dc,Month-to-Month,Basic Connect,Bank Transfer,True,69.82420265307874,141598294.32764557
c891ee83-581e-408f-bf29-2e8ef17266ca,Month-to-Month,Standard Connect,Digital Wallet,True,39.48437882992539,61159692.87299454
24f2bfb8-b25d-41dd-927d-6ee61e65f6c9,One Year,Premium Connect,Bank Transfer,True,,255362835.81976596
89123f91-dc83-488d-8920-7834a858f5fc,Month-to-Month,Basic Connect,Bank Transfer,True,48.065098495811796,
c4363831-2ded-4592-a23b-b2415fbac0cb,Month-to-Month,Premium Connect,Bank Transfer,True,84.90607447376489,N/A
12d5aa88-10ac-4f72-a641-89f4f03af726,Two Year,Basic Connect,Bank Transfer,True,37.673394243834956,N/A
2fc4f3ef-2056-4198-bb4c-8a9fd4615606,Month-to-Month,Standard Connect,Credit Card,True,94.64235877049428,183978406.11924562
b061060e-acc2-49d5-a0a5-0faa7966e9c2,Month-to-Month,Standard Connect,,True,,118012687.96250495
1b887887-1b47-4327-9b09-dcf59a090ae2,Month-to-Month,Basic Connect,Bank Transfer,True,41.763033832006386,107362392.0496394
b94edb18-6756-4efc-802f-671d883523b5,One Year,Basic Connect,,True,,69471430.81983717
7ffd16b8-24fd-4abc-b66b-088c9cd077e2,Month-to-Month,Basic Connect,Credit Card,Y,,
d7cd1872-d3fc-4838-bb4b-925c54c25043,Month-to-Month,Basic Connect,Digital Wallet,True,57.35047148965464,130473929.39303952
5d7f5b12-ef63-451a-aa37-419e1c2c5069,One Year,Basic Connect,Credit Card,True,37.96908670783559,110742155.97364138
083313cd-d9ad-4146-af8a-02f58e84581f,Two Year,Standard Connect,Bank Transfer,Yes,66.35546970464426,125962370.81167717
1bf2c619-40cc-4e40-a3cd-c773e7b91cbb,Month-to-Month,Standard Connect,,False,89.15896312794143,236766801.2498355
0a0890dc-8d09-482a-9dc7-64978803c22e,Month-to-Month,Basic Connect,Bank Transfer,True,51.56641799719223,84692957.63560545
09ddec06-e2a9-475b-9551-766938086c2c,One Year,Premium Connect,Bank Transfer,True,104.00743627844246,232139690.3725255
f102ca45-3be7-41b8-8cff-35590ee2b4c9,Month-to-Month,Basic Connect,Credit Card,True,69.38281498796172,140133476.73407868
99f35bd3-fac4-4897-bb87-818dde774121,One Year,Premium Connect,Bank Transfer,True,121.04911381339863,214257218.1074626
acf483ed-9bee-47e4-b04d-fa69644a57b2,Two Year,Standard Connect,Mailed Check,True,86.39521397188926,152575753.98514974
22635401-9d7e-433c-8db7-4f5412920416,Month-to-Month,Basic Connect,Digital Wallet,True,58.2678771840522,168577124.21450198
1553b5d1-1070-4e4f-b74b-12813599b500,Month-to-Month,Basic Connect,Digital Wallet,False,48.65542556875216,102294712.85510004
816c0c48-2184-4a83-ac8c-4691d3b0cd8e,One Year,Basic Connect,Credit Card,True,28.888937240765248,60673571.92675993
30aec203-99e5-4435-b31d-faa811714a83,Month-to-Month,Premium Connect,Credit Card,True,,192524083.15634727
019c64ba-3113-4265-88f3-d32b64d7b3ac,Two Year,Basic Connect,Bank Transfer,True,35.84964608101823,105825956.26700017
6976833d-ea8c-48dc-b333-bc68863854f8,Month-to-Month,Premium Connect,Bank Transfer,True,113.47543450363943,223384025.39991632
626f9765-6865-48b0-bc96-327ee7cda4bf,Month-to-Month,Basic Connect,Credit Card,False,48.32536491587733,Missing
930d309c-e60e-49a7-82e4-c518744291eb,One Year,Standard Connect,Bank Transfer,True,73.41775882512384,158580993.8624582
93ab9d6a-16ea-4fd9-89b1-7f456e046a43,Two Year,Basic Connect,Bank Transfer,True,39.282426374008736,57260956.60088505
da1053b5-9ad6-4ac1-8675-3df91cb75753,One Year,Standard Connect,Bank Transfer,True,71.37861993087132,130024221.56204686
8c85ded6-9219-4f16-a6e8-e805b03b851c,Month-to-Month,Basic Connect,Bank Transfer,False,53.9323312992143,124235093.48340112
3a49ad96-e4f8-422a-9d56-1a0aedc057d6,Month-to-Month,Basic Connect,Mailed Check,False,20.0,49275197.56554392
8c4910b0-68b0-4cd5-8781-19d4a5ff3fba,One Year,Premium Connect,Bank Transfer,False,97.96926606505426,204917355.2775395
57e4c99c-2d59-44cc-9a1f-52423f6c7ad6,One Year,Premium Connect,Credit Card,yes,101.16657893361221,151425031.5232152
57a58d91-fa09-4ce0-9b97-f0d2d995d78f,One Year,Standard Connect,Digital Wallet,True,107.39017632067987,248612186.59805533
fa433b8d-61dd-49a8-afca-fb5e1efcec83,Month-to-Month,Basic Connect,Bank Transfer,True,43.92211070690608,77576860.48235993
70fd7b29-06c2-465b-9108-9b6f09ece0f9,One Year,Standard Connect,Digital Wallet,True,46.27851635667051,126937295.12472436
027de5bb-8a6c-4d89-b4f9-417270cc088e,Month-to-Month,Standard Connect,,True,64.08219174197646,151173251.76659304
261e37cd-004c-4926-bed2-dfd1f7ca5443,Two Year,Premium Connect,Bank Transfer,False,92.86338222529243,139467322.68078798
9b1552e9-5a52-4512-9ad6-75db5c5a2fc6,Two Year,Basic Connect,,True,40.843744637942414,60717066.161292575
5a5d8e49-cff5-4228-aa16-cc0f93b0a31b,Two Year,Basic Connect,Credit Card,False,24.492323954219046,59317106.466729395
5cdf5213-0a71-4f8d-912e-4492fb52ea3f,One Year,Basic Connect,Bank Transfer,True,84.27665061858161,193166777.1025957
15942e37-76df-4689-92ca-8512e4e57f99,Two Year,Premium Connect,Credit Card,True,96.28970658640064,207579751.61673832
e6aa4770-c0ff-4999-a96a-5a1c86afab12,Month-to-Month,Standard Connect,Bank Transfer,True,60.94819879938984,100192057.06765553
8f8b2671-9f87-41c3-88cb-d563e10bba7e,Month-to-Month,Premium Connect,Credit Card,True,102.06056864989569,266900013.83923268
7802c0de-8885-4939-8107-2bc4ecf21385,One Year,Premium Connect,,True,87.83214762487601,131647336.00603001
37762194-b7e4-4dde-bc0a-2db2877978be,One Year,Premium Connect,,True,93.39776367159564,209630524.81774136
9d363e17-db13-4d9c-9f32-e370511479b6,Month-to-Month,Premium Connect,Credit Card,True,113.92096329386969,233639198.30514452
d2082b6c-ea25-4ae2-a50a-e236f41ad933,Two Year,Premium Connect,Credit Card,False,99.83616264197164,232671229.8924446
f5897922-055e-4231-9c51-7d405141448c,Month-to-Month,Premium Connect,Credit Card,True,308.86457644056657,174268697.01428044
e97cbf42-dc24-4f09-ab0c-f913ec1fac9d,One Year,Basic Connect,,True,41.22412723371909,68388029.1570148
5d9c07c3-3ccf-4912-b091-59e776ce0c11,Month-to-Month,Basic Connect,Mailed Check,True,25.891957103085712,40845513.42273408
8d430f45-5028-4360-abc2-9c4d7999c2e6,One Year,Standard Connect,Bank Transfer,True,54.03251040947374,159523130.08609268
4101916c-e54a-4c6f-8a2e-95ac2d14baa5,Month-to-Month,Basic Connect,Bank Transfer,True,55.90689348460202,154859001.70793322
cc6cecf0-5c12-4389-8a1f-377b349f1662,Month-to-Month,Basic Connect,Credit Card,False,51.596687955906354,
5e9d226b-d514-4f0b-84c9-04133c983d8f,Month-to-Month,Standard Connect,Credit Card,True,44.42532755421412,97478579.87809196
b0af907c-fd6c-49e8-827c-7fcad799969c,Month-to-Month,Basic Connect,Credit Card,True,55.913487527086474,87454711.1055568
e9aae4ed-e70f-4c75-8125-efac7e2ea75a,Month-to-Month,Standard Connect,Bank Transfer,False,64.24443652128502,102684599.53947014
6050f677-bbba-47e4-ae7c-ed63dd2d7388,Month-to-Month,Standard Connect,Bank Transfer,True,47.98966173243163,147389188.97010982
a0f2564e-805d-48c8-b5f9-a8eb3bb5f644,Month-to-Month,Basic Connect,Credit Card,False,53.29578813087373,114767858.47868176
db9b83c6-c86e-4ca4-87e0-7a011844acef,Month-to-Month,Standard Connect,Digital Wallet,False,71.50991575825968,127324191.19705693
2283a29c-91ab-4c23-9040-b27512c0e592,Two Year,Premium Connect,Credit Card,True,91.25258108953003,136980330.04174078
e6875d36-366d-4c9a-8253-6083b4df4c9c,Month-to-Month,Basic Connect,Credit Card,True,45.236403726910396,82529478.68866627
4e34fe84-b125-4573-a577-4104ce826e14,One Year,Premium Connect,Credit Card,True,98.06727694703403,257491999.44709855
45a4b586-9460-4d04-80f9-0c5ef68435ef,One Year,Basic Connect,Credit Card,True,47.004338599415505,100853282.33059543
da3bb506-e01c-4465-9603-f38f84dd1ae4,Month-to-Month,Basic Connect,Bank Transfer,True,36.603836969597005,100436724.26991345
307117a2-920e-4f2e-9ed8-b13fceb4a440,Month-to-Month,Premium Connect,Bank Transfer,True,70.38733110930886,197829752.12317088
28490606-d688-4419-97ef-f6f90d3004b0,Two Year,Basic Connect,Bank Transfer,True,28.586748537308665,Missing
5712fc70-0914-48da-8fc7-4f78d4c0eabf,Month-to-Month,Standard Connect,Credit Card,True,62.209502031024485,164603997.33622113
714f2c29-3574-44d9-9150-4572256f4221,Month-to-Month,Standard Connect,Credit Card,False,,110434626.2757268
5a32ce0c-bd1a-4e13-8030-f1e5e70601bd,Month-to-Month,Basic Connect,Digital Wallet,False,20.0,55882363.60836652
83e56f58-14b3-439a-ae5a-9d507b2958a9,One Year,Premium Connect,Credit Card,False,92.74188793673834,224011215.7099677
4e506cc3-4d31-445b-ad16-70ff664d5f69,Month-to-Month,Premium Connect,Credit Card,False,,176295495.2448794
3698f917-612e-43ea-8d03-633fa8a8c181,Month-to-Month,Standard Connect,Bank Transfer,True,53.63859062424923,153525625.7894253
50742d22-3aa1-40b8-bf43-969479d9937a,Two Year,Basic Connect,Bank Transfer,True,,78533101.0233854
c309f9f3-8076-46fb-87d1-2438b4d57f27,Two Year,Basic Connect,Credit Card,True,,57927794.722653955
ed8c9166-77c9-478b-b845-44d106ad3436,Two Year,Basic Connect,Credit Card,True,50.60993379045459,94016176.02217142
618f929b-fa4c-4bc8-82ea-71c55778c7bc,One Year,Basic Connect,,False,46.72838053013729,113917564.07598943
8000025c-e030-4761-afa8-f18ec50f4c7f,Month-to-Month,Premium Connect,Credit Card,True,95.62345414989713,280490857.0630915
27c64f9a-5fc1-4780-93a9-bef33be03858,One Year,Basic Connect,Bank Transfer,True,35.34680858680001,55969818.69837301
83e87773-9b69-4edb-b60e-dd9a6c319f82,One Year,Standard Connect,Bank Transfer,True,85.97189296107248,194613849.501016
a8f1ecc2-8ff4-4ca4-9cbb-0a9890899ded,One Year,Basic Connect,Credit Card,True,36.96566404965347,86130519.79910181
f1ed3a04-0f5c-4113-a8d9-1fbf3966064f,Month-to-Month,Premium Connect,Credit Card,False,94.80041541358685,218285314.0578637
c1ac99e9-7b07-4641-b086-209f0074e6ff,One Year,Basic Connect,Credit Card,True,37.283716151116536,107087815.73614174
6de4a5d9-5a33-44e4-9f63-37e677741e3a,Month-to-Month,Basic Connect,Bank Transfer,True,52.330187265474606,90913482.13082206
b3de3b73-89d6-4705-8cee-fe1919163ebd,Month-to-Month,Basic Connect,Digital Wallet,False,40.706351745028556,93851911.33958529
1f63afb8-9155-4ded-878e-ee6501538ce6,Month-to-Month,Basic Connect,Credit Card,True,28.83591545528271,91480240.27344705
836f9e60-8c07-4fa1-90ee-c3cc67714a8b,Month-to-Month,Standard Connect,Bank Transfer,True,51.446536341710264,167670817.752006
83837b23-e217-43eb-b4ce-4fa4f2f31afc,Month-to-Month,Basic Connect,Digital Wallet,True,65.4367209097282,135547055.00590298
673f199e-b724-4c78-b586-892c7645f113,Month-to-Month,Standard Connect,Credit Card,True,80.70722132328952,221411784.81931868
82335903-5997-424b-87fa-282319b865a1,Month-to-Month,Standard Connect,Bank Transfer,True,,139808234.51421848
bfee7618-f17b-460c-a493-94dcd4eee95c,Month-to-Month,Basic Connect,Credit Card,True,65.08617442999625,135407197.18147475
dc49f5b5-1f0e-4358-8551-0699f2a09605,One Year,Basic Connect,Bank Transfer,True,34.15328060520946,73895655.25585571
612e74e3-a009-454b-812c-5451481ea5e3,Month-to-Month,Standard Connect,Bank Transfer,False,84.85543040089918,261529950.44033796
84e9eb9e-5125-4513-a8e9-a904e472eed0,Two Year,Premium Connect,Digital Wallet,True,84.79045173498284,238633190.9326
f650e9c4-f6b6-485d-ac60-d7ad61215ad0,One Year,Standard Connect,Credit Card,True,66.31657511139568,102143836.45095493
ddb60930-4d26-434b-9e67-73eddce111cf,One Year,Basic Connect,Credit Card,True,27.69547985802823,54746275.12920709
8da1e3f1-047e-486b-87a1-46a7f1bac62f,Month-to-Month,Standard Connect,Credit Card,True,64.18754843188252,125941015.08873576
6cc4ce4f-e849-4a6a-9061-1e847bc12966,Month-to-Month,Standard Connect,Digital Wallet,True,87.92242398645125,178226086.24855977
f59ae1fe-0f1c-46c6-a325-57a7ede4d2dd,One Year,Basic Connect,Digital Wallet,True,35.366321045588535,107785234.43064083
bc0388bf-b731-497b-a6be-592f6f48ca9a,Month-to-Month,Standard Connect,,True,,Missing
414aa474-8164-4f62-a8fe-0c68cf0089b6,Month-to-Month,Premium Connect,Credit Card,True,109.49973174568322,N/A
0a728017-ccbf-4566-a191-5970fc865947,Month-to-Month,Premium Connect,Bank Transfer,True,98.10658719855562,199927514.3941303
34765922-6c77-4ef9-8d8e-5ff10ca7810d,Two Year,Standard Connect,Credit Card,False,31.41639099042496,71169459.58006805
39c3d77c-db6f-46aa-a3c8-289d69af7fc4,One Year,Standard Connect,Mailed Check,True,74.32037666359929,207260600.23016107
4b598659-7bb8-4460-bcae-c355488e650d,Month-to-Month,Premium Connect,Credit Card,False,101.06432413990383,194661754.21715912
d7a73694-eeb2-4347-8043-fdb37fe26493,Month-to-Month,Standard Connect,Credit Card,False,109.10314615730775,298446493.6624933
e1be4192-7dcf-453e-8bf0-dcdbfef2aa01,Month-to-Month,Standard Connect,Credit Card,False,57.88992850138233,175462935.25606596
ad12069f-9222-4b5e-9cdb-7fda9f87e5fa,One Year,Standard Connect,Bank Transfer,True,85.07998433658545,220089453.28770974
eb4a1687-112d-4b1f-8679-4b1161529662,Month-to-Month,Basic Connect,Digital Wallet,False,47.19675617841355,70203522.2117371
8fecd92d-4a6d-4d8b-bb82-cad5c4ab71af,Month-to-Month,Standard Connect,Digital Wallet,True,106.50542100162897,
3f1e3bd1-facb-4eb6-b2d7-2e00026af867,One Year,Basic Connect,Mailed Check,True,45.53317106327496,102658893.4226174
7ec97650-50f3-4930-b769-5462618db5e1,One Year,Premium Connect,,False,86.55478360769001,178894166.80630445
511cd960-82bc-49c5-bedd-19506972826e,Two Year,Premium Connect,Credit Card,True,88.27847345626651,229562494.92000437
7f462dda-9c2a-4d83-9aef-0037cc8a6e71,Two Year,Premium Connect,Bank Transfer,False,80.39737405550215,187393216.95590025
0a591364-dd46-408f-bbb4-6bd0513a1dc2,Month-to-Month,Standard Connect,Credit Card,True,79.16140043303076,181302717.61459577
29f2ce57-510d-4d13-b674-fddacdae0c9d,Month-to-Month,Basic Connect,Credit Card,True,,Missing
aa61992a-e378-4675-a8f0-6166a58c53a1,Month-to-Month,Basic Connect,Credit Card,yes,132.16840599195967,95392262.63055512
44dc3e95-2ee0-4321-89cd-dfa28b6dc3b3,Month-to-Month,Standard Connect,Credit Card,False,48.68422325543765,83958735.09054992
9fc31ec6-c94c-4ab4-9949-20adb3a7d2af,Month-to-Month,Standard Connect,Credit Card,False,66.92410395062682,
502c7dfb-3bf1-452d-b2d5-b693a528b3d6,Two Year,Basic Connect,Bank Transfer,True,44.33529811510731,
d9ca867d-1847-482b-8172-7be1a160e4c6,Two Year,Basic Connect,Mailed Check,True,44.572219449216504,119260212.20341754
924c6210-4635-4a66-9b68-d0932bf607f9,Month-to-Month,Premium Connect,Credit Card,True,102.88094084533411,255138395.6549182
8a26ae1a-0b39-4980-b5e5-34bf1b52785e,Month-to-Month,Standard Connect,Digital Wallet,True,43.24539731707803,130925094.70910886
256ad2c3-3f0e-4cf0-aa7e-6b8cfe3d661a,Month-to-Month,Standard Connect,Mailed Check,True,81.94513982564135,198634988.7212342
11d78a20-d5e3-4186-90ca-01a0dca1314f,One Year,Standard Connect,,False,74.96555655097626,115704453.78685556
dcc71ccd-54e9-481e-81a7-38fedab46066,One Year,Premium Connect,Mailed Check,True,76.53023607453598,176024734.41906625
908f2fea-3f8e-42e8-894c-02268e4c2308,Two Year,Premium Connect,Digital Wallet,True,108.05951501774103,248266959.48052904
dc6053d9-4121-485c-80dd-c7770ad7723e,One Year,Standard Connect,Bank Transfer,True,65.61229040021851,158087498.1375837
5f29a572-4c98-4349-a887-b4f8971671cd,Month-to-Month,Premium Connect,Digital Wallet,True,94.14027786179244,159160769.4916902
e84bbdc3-18f3-47cf-abb0-10e9cc9f1f40,One Year,Premium Connect,Credit Card,True,96.98910682255722,235528587.5348918
8aa9fb83-6d20-4554-9f29-9540709c4947,Month-to-Month,Standard Connect,Bank Transfer,True,72.9252791543451,168270001.1494489
f9511e4c-f715-40bb-aacd-5bf2b0181757,Two Year,Standard Connect,Credit Card,False,68.95362145087029,144018660.9235036
f0a744b0-1e42-4895-80fd-2a4b512d36aa,Month-to-Month,Basic Connect,Digital Wallet,False,36.30448466675044,88247280.05527176
6b8286be-5c9b-4d51-a682-3d9bdde70e21,Month-to-Month,Basic Connect,Credit Card,False,46.544342760865796,
f68334ef-eb95-4468-acae-db5784972130,One Year,Standard Connect,,True,,222590751.8243172
dfde8d9f-cae1-49bd-80ca-b853faa37eb7,Month-to-Month,Basic Connect,Bank Transfer,True,,29336646.189909715
f675dc0f-de1b-42ea-817d-95c9ee47436a,Two Year,Premium Connect,Credit Card,False,111.63241452748433,208703858.115339
baeb4092-ec4f-41fc-9589-e07f6f8c0fd6,Month-to-Month,Premium Connect,,False,103.93780637117312,275734695.7776744
a8186aac-1ae9-4cb3-beaf-65ca09f1c3c7,One Year,Basic Connect,Bank Transfer,True,28.413817888668156,60812904.20693183
2aae77a1-ddfa-44fd-babb-955dfda655ad,One Year,Premium Connect,,True,98.6472042434201,283614564.9282549
69e3e131-7425-47bf-abf7-a3e0a85c7aa2,Month-to-Month,Standard Connect,Mailed Check,False,63.32163327436918,181850949.12833127
d1ea94a4-98ef-40e3-a6f3-c5f3dda3152d,Two Year,Standard Connect,Credit Card,False,52.82952023753765,96845461.76063834
a5384bc4-678c-4c7a-84d1-5bac6ab17896,Two Year,Basic Connect,Bank Transfer,False,31.59491290021426,70641270.83598082
38df4ecd-16ef-4717-b27f-24235811876f,Month-to-Month,Basic Connect,Mailed Check,True,29.47079206869965,99911931.607394
7368f937-8528-4049-b09e-8da701ee6199,One Year,Basic Connect,Credit Card,False,34.95189020242167,63689385.286098816
c3566388-23c2-4b19-9bae-e4647b863141,Month-to-Month,Premium Connect,Credit Card,True,96.1055121404304,147726420.25389606
52d282d0-6b31-4cd3-a7cf-d57d5c9f83aa,One Year,Standard Connect,Credit Card,True,58.60245873954144,160923343.2130711
d8a71cb8-cf1d-48e4-8ed2-a5a9fbc6c37c,Month-to-Month,Standard Connect,Bank Transfer,FALSE,71.69851180100005,119782081.33958495
6f2eee46-2814-4ade-a3de-d39b8e77389b,One Year,Premium Connect,Credit Card,True,114.40320539957291,307126017.8937574
9ff3080e-5b4d-429f-bc93-e559ec08a27f,Month-to-Month,Basic Connect,,True,51.960481343752434,
68f63958-619a-4841-be57-0bd0a477e941,One Year,Basic Connect,Bank Transfer,True,21.45282538704516,
db870274-2b22-4a14-9845-b9183a0b3fe9,Two Year,Standard Connect,Digital Wallet,True,76.92185066335173,119709817.5660348
58b9ae1c-59e4-4f70-aece-2fbdbeb471ee,One Year,Basic Connect,Digital Wallet,True,29.97281062839433,70002932.63397288
6d967670-3ee9-480f-9f6b-2ffa85201b64,One Year,Standard Connect,Credit Card,True,57.62500086728111,110061535.12999988
285c0ea0-ac02-47f0-a168-3127ede3dd81,Month-to-Month,Standard Connect,,False,102.19985673984287,203760363.8234905
7a18462f-a758-4674-8d40-778423314c4c,Month-to-Month,Basic Connect,Bank Transfer,True,54.302504424633696,152493615.4594999
5594c7b6-f9bf-4c49-bbf4-dc8d32506781,Month-to-Month,Standard Connect,Bank Transfer,True,64.09317388853499,100617106.59069706
6174f221-83cb-40bf-b5be-acb5d41c6eb0,One Year,Basic Connect,Mailed Check,False,37.867725981891965,88851036.5301127
